2,1,1,61.1,159800,29,1
2,1,1,69.9,233800,36,1
2,1,2,82.16,219900,47,2
1,1,2,59.22,129800,8,1
2,1,1,100,259800,32,5
2,1,2,76,239900,30,2
2,1,1,100,239900,30,2
2,2,2,43.2,154800,32,1
1,1,2,68.8,139800,29,1
1,1,1,94.5,300800,47,2
2,1,1,81.4,199000,43,2
2,1,2,62.2,259800,38,3
1,1,2,68.1,119900,16,4
1,1,2,76.3,186800,44,1
2,2,2,36.8,379800,9,4
4,2,1,10.4,427000,10,3
3,2,2,24.7,199900,38,2
2,1,1,116,3000000,47,2
1,1,2,135.5,1000000,9,3
2,2,2,18.4,168800,15,1
2,2,2,18.4,206800,15,1
3,1,2,65.7,137800,22,10
3,1,1,50.4,137800,22,10
2,2,2,19.09,109800,22,3
2,1,1,111,698000,22,4
2,1,2,75,229900,22,12
2,1,1,100,229900,22,12
2,1,2,59.93,99800,32,1
2,1,1,81.76,99800,32,1
3,1,2,102.2,448700,38,5
3,2,1,13.8,521000,13,1
1,1,2,70.26,119800,12,3
3,1,2,73,99800,22,2
3,1,1,86,99800,22,2
1,1,1,100,788000,41,1
3,2,2,36.63,249800,9,1
1,1,2,68.8,139800,29,1
2,1,2,85,239800,49,4
2,1,1,111,239800,49,4
2,1,2,45.12,96800,9,1
